datetime,open,high,low,close,volume
2024-08-20 04:30:00,60799.99,60939.65,60748.81,60865.61,525.86036
2024-08-20 05:00:00,60865.61,61400.0,60860.01,61132.0,1295.94277
2024-08-20 05:30:00,61132.01,61250.0,60999.25,61119.99,514.20031
2024-08-20 06:00:00,61120.0,61144.02,60939.15,61064.01,435.29177
2024-08-20 06:30:00,61064.02,61100.0,60938.0,60960.84,363.86157
2024-08-20 07:00:00,60960.84,61020.74,60799.81,60898.12,495.47836
2024-08-20 07:30:00,60898.12,60976.29,60828.45,60924.33,398.91076
2024-08-20 08:00:00,60924.33,60947.4,60707.88,60713.99,388.83462
2024-08-20 08:30:00,60714.0,60875.01,60679.36,60765.13,609.93762
2024-08-20 09:00:00,60765.14,60975.0,60752.3,60925.99,423.83292
2024-08-20 09:30:00,60926.0,60938.29,60808.85,60856.04,207.03904
2024-08-20 10:00:00,60856.04,60878.01,60705.88,60770.3,204.93663
2024-08-20 10:30:00,60770.19,60807.43,60668.3,60716.01,287.63787
2024-08-20 11:00:00,60716.01,60734.91,60451.02,60638.14,596.94246
2024-08-20 11:30:00,60638.13,60699.04,60401.9,60518.82,489.61624
2024-08-20 12:00:00,60518.83,60752.25,60502.83,60718.63,573.94702
2024-08-20 12:30:00,60718.62,60744.55,60628.01,60693.71,251.79041
2024-08-20 13:00:00,60693.72,60693.72,60368.24,60545.94,513.65273
2024-08-20 13:30:00,60545.94,60955.99,60324.33,60891.99,997.77254
2024-08-20 14:00:00,60892.0,60904.0,59790.13,60015.99,2200.89796
2024-08-20 14:30:00,60016.0,60027.77,59446.03,59461.8,2066.25759
2024-08-20 15:00:00,59461.81,59483.52,58680.01,59055.49,2972.41061
2024-08-20 15:30:00,59055.48,59156.4,58708.0,58825.53,868.11594
2024-08-20 16:00:00,58825.53,58995.44,58548.23,58968.0,920.40203
2024-08-20 16:30:00,58968.0,59046.76,58700.0,58801.15,547.64051
2024-08-20 17:00:00,58801.15,58874.0,58681.4,58818.62,290.54692
2024-08-20 17:30:00,58818.61,59059.84,58770.0,59039.48,309.41002
2024-08-20 18:00:00,59039.47,59457.17,59000.0,59331.68,721.97608
2024-08-20 18:30:00,59331.68,59479.8,59123.17,59191.45,343.49918
2024-08-20 19:00:00,59191.45,59431.97,59137.78,59378.88,228.43356
2024-08-20 19:30:00,59378.88,59597.28,59349.5,59511.99,316.13408
2024-08-20 20:00:00,59512.0,59722.72,59421.38,59586.23,334.19786
2024-08-20 20:30:00,59586.23,59586.24,59285.71,59317.57,390.01809
2024-08-20 21:00:00,59317.58,59328.07,58802.35,59090.96,654.43373
2024-08-20 21:30:00,59090.96,59331.01,59090.96,59296.94,247.00265
2024-08-20 22:00:00,59296.94,59545.51,59238.08,59398.86,329.55422
2024-08-20 22:30:00,59398.85,59398.86,59286.08,59368.0,132.43535
2024-08-20 23:00:00,59368.0,59402.64,59115.0,59128.0,190.40144
2024-08-20 23:30:00,59127.99,59169.71,58992.81,59013.8,199.45486
2024-08-21 00:00:00,59013.8,59279.96,58993.62,59183.99,338.42775
2024-08-21 00:30:00,59183.99,59207.11,58954.99,58989.0,273.95051
2024-08-21 01:00:00,58989.0,59130.48,58783.47,59010.18,378.77823
2024-08-21 01:30:00,59010.19,59281.58,58910.43,59281.58,280.93673
2024-08-21 02:00:00,59281.57,59388.0,59253.12,59296.44,365.57963
2024-08-21 02:30:00,59296.45,59519.99,59284.16,59363.32,282.48062
2024-08-21 03:00:00,59363.32,59419.49,59300.0,59310.76,224.3054
2024-08-21 03:30:00,59310.76,59320.0,59209.87,59320.0,220.04485
2024-08-21 04:00:00,59320.0,59389.69,59183.13,59331.02,198.00356
2024-08-21 04:30:00,59331.02,59406.21,59331.01,59358.0,98.07402
2024-08-21 05:00:00,59357.99,59404.97,59332.0,59362.44,123.16704
2024-08-21 05:30:00,59362.45,59400.56,59292.64,59379.99,250.72181
2024-08-21 06:00:00,59379.99,59739.52,59364.1,59671.98,575.05146
2024-08-21 06:30:00,59671.99,59689.4,59564.0,59627.32,238.24647
2024-08-21 07:00:00,59627.32,59729.83,59580.0,59688.0,301.55931
2024-08-21 07:30:00,59688.01,59735.99,59605.64,59712.0,232.44048
2024-08-21 08:00:00,59711.99,59924.13,59231.33,59449.99,761.75392
2024-08-21 08:30:00,59449.98,59600.0,59402.63,59443.0,309.97745
2024-08-21 09:00:00,59443.0,59508.0,59131.33,59172.52,627.14944
2024-08-21 09:30:00,59172.53,59326.15,59085.88,59290.51,352.06604
2024-08-21 10:00:00,59290.51,59379.88,59235.03,59328.49,204.60304
2024-08-21 10:30:00,59328.49,59484.4,59210.48,59468.4,276.5761
2024-08-21 11:00:00,59468.4,59509.34,59328.99,59358.69,202.63119
2024-08-21 11:30:00,59358.69,59420.0,59254.47,59361.14,196.44371
2024-08-21 12:00:00,59361.14,59443.34,59265.77,59443.33,266.48376
2024-08-21 12:30:00,59443.34,59600.0,59433.24,59506.9,445.03427
2024-08-21 13:00:00,59506.9,59589.66,59432.17,59446.79,346.61555
2024-08-21 13:30:00,59446.79,60100.0,58850.0,59928.0,2264.091
2024-08-21 14:00:00,59928.01,60201.98,59193.66,59599.94,2267.49396
2024-08-21 14:30:00,59599.93,59999.0,59249.9,59410.41,1349.01023
2024-08-21 15:00:00,59410.41,59638.16,59300.99,59538.0,572.48855
2024-08-21 15:30:00,59538.01,59782.97,59473.21,59511.8,497.02816
2024-08-21 16:00:00,59511.79,59602.19,59375.0,59596.58,514.74022
2024-08-21 16:30:00,59596.69,59947.36,59572.05,59885.58,523.9224
2024-08-21 17:00:00,59885.58,59975.7,59708.04,59933.62,328.99288
2024-08-21 17:30:00,59933.63,60046.0,59814.18,59928.42,374.96553
2024-08-21 18:00:00,59928.42,60470.35,59843.23,60449.99,762.47683
2024-08-21 18:30:00,60449.99,60831.9,60348.97,60771.28,1227.39482
2024-08-21 19:00:00,60771.28,61142.05,60588.64,61029.95,1629.50804
2024-08-21 19:30:00,61029.95,61625.2,60996.0,61570.0,1775.29529
2024-08-21 20:00:00,61570.0,61820.93,61248.53,61254.0,1889.97456
2024-08-21 20:30:00,61254.0,61308.12,60902.13,61236.0,846.98946
2024-08-21 21:00:00,61236.0,61391.08,60928.0,61242.71,732.52267
2024-08-21 21:30:00,61242.7,61499.93,61159.89,61235.97,377.1963
2024-08-21 22:00:00,61235.97,61420.0,61173.51,61404.01,337.41422
2024-08-21 22:30:00,61404.02,61500.0,61176.47,61176.47,286.8276
2024-08-21 23:00:00,61176.47,61300.01,61053.74,61171.4,688.05365
2024-08-21 23:30:00,61171.4,61200.01,61002.17,61156.03,366.15349
2024-08-22 00:00:00,61156.03,61229.0,60990.5,61042.02,279.38566
2024-08-22 00:30:00,61042.01,61094.32,60811.07,60818.15,418.38563
2024-08-22 01:00:00,60818.15,60984.0,60724.79,60922.1,402.95407
2024-08-22 01:30:00,60922.1,60995.96,60805.52,60970.0,261.65104
2024-08-22 02:00:00,60970.0,60970.01,60658.5,60670.02,223.22977
2024-08-22 02:30:00,60671.61,60760.0,59724.87,60186.48,1551.12484
2024-08-22 03:00:00,60186.49,60448.43,60074.0,60377.99,620.16785
2024-08-22 03:30:00,60378.0,60624.0,60313.16,60548.9,352.64226
2024-08-22 04:00:00,60548.9,60657.7,60459.98,60619.99,347.56699
2024-08-22 04:30:00,60619.99,60850.0,60583.59,60834.52,506.01378
2024-08-22 05:00:00,60834.53,60834.53,60666.35,60713.19,291.55117
2024-08-22 05:30:00,60713.2,60726.57,60602.45,60724.0,216.22815
2024-08-22 06:00:00,60724.01,60944.53,60682.41,60773.99,350.80223
2024-08-22 06:30:00,60774.0,60825.65,60708.33,60762.91,203.66673
2024-08-22 07:00:00,60762.92,60825.66,60708.69,60778.59,276.63302
2024-08-22 07:30:00,60778.59,61114.23,60735.99,60984.31,484.41372
2024-08-22 08:00:00,60984.31,61070.8,60859.79,61024.0,409.09512
2024-08-22 08:30:00,61024.0,61112.0,60894.65,60926.81,331.84443
2024-08-22 09:00:00,60926.81,60955.0,60802.38,60947.28,234.62216
2024-08-22 09:30:00,60947.29,60976.32,60829.85,60887.98,307.23842
2024-08-22 10:00:00,60887.99,61090.0,60827.12,61090.0,258.09151
2024-08-22 10:30:00,61089.99,61400.0,61050.06,61350.01,549.86652
2024-08-22 11:00:00,61350.02,61377.71,61097.59,61273.72,572.03788
2024-08-22 11:30:00,61273.73,61382.24,61162.67,61336.09,436.80527
2024-08-22 12:00:00,61336.09,61398.18,61092.11,61264.89,526.98215
2024-08-22 12:30:00,61264.9,61322.33,60772.12,60879.19,1257.951
2024-08-22 13:00:00,60879.19,60924.99,60649.91,60800.01,474.55111
2024-08-22 13:30:00,60800.0,60934.03,60394.64,60815.99,1293.17798
2024-08-22 14:00:00,60816.0,60854.28,60395.8,60622.68,973.56075
2024-08-22 14:30:00,60622.67,60657.03,60300.0,60510.48,783.27722
2024-08-22 15:00:00,60510.48,60833.0,60384.63,60460.0,542.84517
2024-08-22 15:30:00,60459.99,60479.99,60100.0,60407.4,996.97025
2024-08-22 16:00:00,60407.39,60510.0,60281.02,60492.82,402.32881
2024-08-22 16:30:00,60492.82,60600.2,60291.0,60329.7,388.76106
2024-08-22 17:00:00,60329.7,60512.01,60240.01,60459.53,319.17797
2024-08-22 17:30:00,60458.01,60483.37,60142.85,60164.7,303.44886
2024-08-22 18:00:00,60164.7,60554.34,60131.0,60507.99,416.15059
2024-08-22 18:30:00,60507.99,60566.51,60292.42,60331.16,193.63784
2024-08-22 19:00:00,60331.16,60402.06,60203.12,60223.53,281.47784
2024-08-22 19:30:00,60223.53,60439.11,60154.78,60308.0,358.6846
2024-08-22 20:00:00,60307.99,60550.01,60288.0,60371.8,467.3074
2024-08-22 20:30:00,60371.79,60691.2,60354.19,60680.01,356.792
2024-08-22 21:00:00,60680.0,60707.88,60439.78,60571.97,265.92938
2024-08-22 21:30:00,60571.97,60629.93,60523.33,60545.47,122.56773
2024-08-22 22:00:00,60545.46,60609.8,60400.0,60528.0,221.93093
2024-08-22 22:30:00,60527.99,60528.0,60426.49,60435.05,102.07365
2024-08-22 23:00:00,60435.04,60435.05,60297.5,60420.0,208.6755
2024-08-22 23:30:00,60420.0,60462.56,60361.0,60375.84,96.92787
2024-08-23 00:00:00,60375.83,60692.14,60342.14,60679.98,348.25305
2024-08-23 00:30:00,60679.98,60968.24,60600.23,60726.16,476.322
2024-08-23 01:00:00,60726.17,60855.77,60686.0,60696.83,269.01553
2024-08-23 01:30:00,60696.84,60825.64,60603.99,60768.45,222.10258
2024-08-23 02:00:00,60768.45,60806.74,60682.99,60748.37,191.91549
2024-08-23 02:30:00,60748.37,60768.62,60618.0,60625.7,311.07382
2024-08-23 03:00:00,60625.69,60689.4,60597.67,60597.68,210.26065
2024-08-23 03:30:00,60597.68,60620.0,60572.94,60593.31,155.43158
2024-08-23 04:00:00,60593.31,60742.85,60582.68,60716.71,347.129
2024-08-23 04:30:00,60716.71,60721.21,60630.61,60707.51,190.52692
2024-08-23 05:00:00,60707.52,61089.6,60707.51,61004.0,485.70883
2024-08-23 05:30:00,61003.99,61067.56,60820.52,60856.26,339.91404
2024-08-23 06:00:00,60856.26,61000.0,60832.27,60869.25,256.12027
2024-08-23 06:30:00,60869.91,61367.74,60838.48,61189.58,707.55835
2024-08-23 07:00:00,61189.59,61259.93,61024.57,61076.24,315.52841
2024-08-23 07:30:00,61076.24,61117.99,60937.97,61069.27,294.76496
2024-08-23 08:00:00,61069.26,61250.0,61036.84,61213.25,299.05743
2024-08-23 08:30:00,61213.25,61322.66,61153.73,61321.4,294.97277
2024-08-23 09:00:00,61321.4,61337.57,61202.37,61287.42,231.4285
2024-08-23 09:30:00,61287.43,61309.75,61003.0,61022.13,361.99875
2024-08-23 10:00:00,61022.12,61141.69,61007.17,61068.39,222.00649
2024-08-23 10:30:00,61068.39,61166.01,61060.75,61060.75,149.9893
2024-08-23 11:00:00,61060.75,61079.04,60734.87,60837.87,497.37831
2024-08-23 11:30:00,60840.05,60858.21,60691.11,60741.68,256.6962
2024-08-23 12:00:00,60741.68,60900.0,60741.68,60856.4,215.0985
2024-08-23 12:30:00,60856.41,61217.39,60850.8,61146.58,535.09241
2024-08-23 13:00:00,61146.59,61158.47,60982.85,61090.77,424.52416
2024-08-23 13:30:00,61090.77,61175.6,60881.34,61119.99,646.23467
2024-08-23 14:00:00,61119.99,62320.36,61119.99,61829.49,5109.68519
2024-08-23 14:30:00,61829.49,61952.28,60802.36,60994.91,2291.83958
2024-08-23 15:00:00,60994.91,61488.0,60916.41,61413.04,1427.05839
2024-08-23 15:30:00,61413.04,61778.76,61361.01,61533.05,977.36973
2024-08-23 16:00:00,61533.04,61622.65,61349.99,61489.21,507.96527
2024-08-23 16:30:00,61489.21,61828.82,61450.85,61731.99,563.25626
2024-08-23 17:00:00,61731.99,61927.85,61616.02,61800.98,654.1124
2024-08-23 17:30:00,61800.97,63015.99,61755.64,62999.89,2618.6916
2024-08-23 18:00:00,62999.88,63358.39,62659.09,63124.69,2640.07271
2024-08-23 18:30:00,63124.69,63411.23,63019.13,63152.6,1196.7506
2024-08-23 19:00:00,63152.59,63819.16,63000.01,63688.07,1859.10429
2024-08-23 19:30:00,63688.01,63788.98,63482.35,63628.84,1463.41687
2024-08-23 20:00:00,63628.84,63818.21,63562.7,63675.03,681.85025
2024-08-23 20:30:00,63675.04,63678.79,63484.18,63627.74,493.56192
2024-08-23 21:00:00,63627.74,64777.0,63598.96,64264.0,1921.34782
2024-08-23 21:30:00,64264.01,64500.0,64203.69,64392.58,738.49746
2024-08-23 22:00:00,64392.58,64676.42,64277.88,64616.03,787.83052
2024-08-23 22:30:00,64616.02,64955.0,63850.0,64084.96,1192.95727
2024-08-23 23:00:00,64084.95,64318.93,64014.36,64099.36,974.76455
2024-08-23 23:30:00,64099.99,64117.37,63836.69,64037.24,761.83524
2024-08-24 00:00:00,64037.24,64206.7,63816.05,63888.02,620.26966
2024-08-24 00:30:00,63888.01,64113.0,63828.77,63961.78,369.93847
2024-08-24 01:00:00,63961.79,64006.4,63703.5,63774.36,398.01242
2024-08-24 01:30:00,63774.36,63871.5,63626.58,63836.48,356.57421
2024-08-24 02:00:00,63836.49,64000.0,63788.8,63886.42,258.40746
2024-08-24 02:30:00,63886.42,63964.61,63845.12,63949.99,234.49
2024-08-24 03:00:00,63949.99,63990.0,63800.0,63872.88,361.57737
2024-08-24 03:30:00,63872.87,63942.4,63759.01,63832.01,492.14364
2024-08-24 04:00:00,63832.0,63986.0,63822.0,63914.78,232.13094
2024-08-24 04:30:00,63914.77,63983.55,63878.77,63897.61,179.99814
2024-08-24 05:00:00,63897.61,64032.95,63860.61,63993.44,393.49765
2024-08-24 05:30:00,63993.44,63997.5,63885.14,63987.98,272.06842
2024-08-24 06:00:00,63987.98,64000.0,63924.56,63956.01,246.11008
2024-08-24 06:30:00,63956.01,64277.43,63949.29,64048.0,832.2962
2024-08-24 07:00:00,64048.0,64221.24,64048.0,64220.89,242.59091
2024-08-24 07:30:00,64220.89,64332.0,64172.51,64315.0,444.49705
2024-08-24 08:00:00,64315.0,64315.01,64159.64,64159.64,215.7604
2024-08-24 08:30:00,64159.64,64450.63,64144.5,64416.0,335.92712
2024-08-24 09:00:00,64416.0,64494.5,64200.0,64314.01,309.31069
2024-08-24 09:30:00,64314.0,64375.0,64206.48,64328.66,221.18184
2024-08-24 10:00:00,64328.65,64382.36,64265.64,64300.63,258.06327
2024-08-24 10:30:00,64300.63,64300.63,64098.0,64117.76,312.93262
2024-08-24 11:00:00,64117.77,64186.67,64074.41,64090.81,244.59597
2024-08-24 11:30:00,64090.81,64175.0,63868.0,63905.01,460.1263
2024-08-24 12:00:00,63905.0,64180.0,63902.0,64179.85,464.51793
2024-08-24 12:30:00,64179.85,64179.86,64034.65,64086.99,209.30413
2024-08-24 13:00:00,64086.99,64200.0,63961.25,64167.54,288.22829
2024-08-24 13:30:00,64167.54,64244.0,64076.18,64221.49,324.78776
2024-08-24 14:00:00,64221.5,64228.89,64013.03,64210.91,279.21508
2024-08-24 14:30:00,64210.92,64210.92,64117.37,64171.84,156.35514
2024-08-24 15:00:00,64171.84,64171.84,63995.0,63995.01,232.40249
2024-08-24 15:30:00,63995.0,64069.0,63872.0,63976.0,339.15337
2024-08-24 16:00:00,63976.0,64352.0,63903.58,64285.0,533.31735
2024-08-24 16:30:00,64284.84,64413.01,64121.0,64298.01,477.31996
2024-08-24 17:00:00,64298.01,64298.01,64058.82,64083.0,315.17378
2024-08-24 17:30:00,64083.0,64195.0,63951.97,64050.99,330.89609
2024-08-24 18:00:00,64051.0,64411.81,63938.0,64400.0,651.61231
2024-08-24 18:30:00,64400.0,64444.0,64089.0,64223.06,327.99953
2024-08-24 19:00:00,64223.06,64345.46,64218.0,64342.25,109.24664
2024-08-24 19:30:00,64342.25,64372.0,64210.6,64210.6,129.22368
2024-08-24 20:00:00,64210.6,64328.0,64123.77,64266.01,231.21
2024-08-24 20:30:00,64266.0,64270.0,64131.0,64131.0,116.76182
2024-08-24 21:00:00,64131.0,64172.01,63910.01,63966.0,355.32997
2024-08-24 21:30:00,63965.0,64048.39,63531.0,63612.37,564.60159
2024-08-24 22:00:00,63612.36,64000.0,63570.0,63765.01,570.20029
2024-08-24 22:30:00,63765.01,63991.4,63757.0,63833.98,235.65697
2024-08-24 23:00:00,63833.98,63964.0,63796.41,63917.0,140.19331
2024-08-24 23:30:00,63917.0,64163.62,63907.06,64157.01,181.94785
2024-08-25 00:00:00,64157.02,64507.04,64127.0,64339.88,897.41592
2024-08-25 00:30:00,64339.88,64393.0,64107.16,64175.99,255.20214
2024-08-25 01:00:00,64175.98,64376.69,64175.98,64257.0,190.06542
2024-08-25 01:30:00,64256.99,64283.99,64042.42,64150.08,407.61563
2024-08-25 02:00:00,64150.08,64246.0,64102.5,64240.66,154.02305
2024-08-25 02:30:00,64240.65,64269.0,64112.11,64137.0,188.74044
2024-08-25 03:00:00,64137.0,64170.0,64081.0,64097.0,115.94336
2024-08-25 03:30:00,64097.0,64129.95,64000.0,64101.01,414.24141
2024-08-25 04:00:00,64101.01,64122.99,64000.0,64078.0,192.51016
2024-08-25 04:30:00,64078.01,64161.0,64040.17,64150.99,127.55273
2024-08-25 05:00:00,64151.0,64196.0,64132.52,64175.22,144.91565
2024-08-25 05:30:00,64175.22,64182.0,64100.01,64137.5,174.07481
2024-08-25 06:00:00,64137.5,64163.64,64039.0,64057.01,165.34807
2024-08-25 06:30:00,64057.0,64096.0,63976.82,63994.0,165.41991
2024-08-25 07:00:00,63994.0,64038.0,63825.99,63967.0,340.23282
2024-08-25 07:30:00,63967.0,63979.0,63785.76,63868.26,335.38718
2024-08-25 08:00:00,63868.27,63994.7,63806.0,63994.7,258.36904
2024-08-25 08:30:00,63994.69,64010.0,63916.3,63931.0,136.94586
2024-08-25 09:00:00,63931.0,63978.0,63784.38,63807.93,277.58477
2024-08-25 09:30:00,63807.92,63917.63,63773.27,63861.31,240.34273
2024-08-25 10:00:00,63861.3,63932.0,63787.5,63882.0,183.92558
2024-08-25 10:30:00,63882.0,63909.94,63809.0,63881.01,184.27951
2024-08-25 11:00:00,63881.02,63981.0,63881.01,63980.99,158.23436
2024-08-25 11:30:00,63980.99,64009.83,63870.73,63873.91,288.99827
2024-08-25 12:00:00,63873.92,63919.0,63805.0,63820.01,133.34551
2024-08-25 12:30:00,63820.0,63940.0,63820.0,63924.0,118.68146
2024-08-25 13:00:00,63923.99,64115.05,63851.34,64069.19,385.57063
2024-08-25 13:30:00,64069.2,64167.0,63981.5,64082.02,228.38978
2024-08-25 14:00:00,64082.03,64205.88,64082.02,64125.01,307.74387
2024-08-25 14:30:00,64125.0,64251.0,64115.13,64148.01,276.61514
2024-08-25 15:00:00,64148.0,64288.0,64115.14,64241.0,201.8638
2024-08-25 15:30:00,64241.0,64241.0,64086.0,64132.16,182.00651
2024-08-25 16:00:00,64132.17,64201.0,64063.0,64077.99,159.84749
2024-08-25 16:30:00,64077.99,64121.83,64000.0,64033.99,171.96825
2024-08-25 17:00:00,64033.99,64130.0,64024.0,64049.01,145.21651
2024-08-25 17:30:00,64049.01,64162.94,64045.01,64140.99,165.4047
2024-08-25 18:00:00,64141.0,64145.0,64065.25,64106.0,115.63474
2024-08-25 18:30:00,64105.99,64248.66,64105.99,64166.99,197.00245
2024-08-25 19:00:00,64166.99,64210.05,64148.0,64148.12,99.82047
2024-08-25 19:30:00,64148.12,64191.0,64145.13,64187.41,63.72707
2024-08-25 20:00:00,64187.42,64264.0,64122.49,64128.49,135.77374
2024-08-25 20:30:00,64128.49,64262.89,64128.48,64206.99,121.05971
2024-08-25 21:00:00,64207.0,64572.0,64206.99,64466.66,571.15873
2024-08-25 21:30:00,64466.0,64546.98,64292.35,64383.73,226.97425
2024-08-25 22:00:00,64383.73,64616.0,64279.12,64356.99,383.48284
2024-08-25 22:30:00,64357.0,64500.0,64340.2,64482.01,158.54845
2024-08-25 23:00:00,64482.0,65000.0,64460.0,64746.91,919.50211
2024-08-25 23:30:00,64746.91,64804.13,64200.0,64220.0,838.77274
2024-08-26 00:00:00,64219.99,64481.0,64065.0,64290.01,506.02331
2024-08-26 00:30:00,64290.0,64374.0,63891.0,64111.01,441.61149
2024-08-26 01:00:00,64111.01,64196.0,63966.0,64144.99,288.73272
2024-08-26 01:30:00,64144.99,64155.28,63890.94,63939.98,339.50506
2024-08-26 02:00:00,63939.98,64050.0,63790.0,63981.81,368.3468
2024-08-26 02:30:00,63981.82,64071.6,63873.0,64070.0,171.15585
2024-08-26 03:00:00,64070.0,64115.05,64033.0,64090.93,224.74819
2024-08-26 03:30:00,64090.93,64121.0,64004.0,64114.99,137.3222
2024-08-26 04:00:00,64115.0,64205.31,64058.0,64155.0,134.36303
2024-08-26 04:30:00,64155.01,64155.01,63948.0,64019.0,191.47517
2024-08-26 05:00:00,64019.0,64050.0,63885.0,63885.21,229.70005
2024-08-26 05:30:00,63885.22,64007.51,63885.22,63950.01,193.93543
2024-08-26 06:00:00,63950.01,63977.0,63816.05,63823.99,351.56441
2024-08-26 06:30:00,63824.0,64012.92,63420.0,63728.44,936.45959
2024-08-26 07:00:00,63728.43,63867.84,63575.0,63802.86,425.37074
2024-08-26 07:30:00,63802.87,63802.87,63607.15,63627.01,309.76743
2024-08-26 08:00:00,63627.01,63844.25,63595.39,63782.01,301.77784
2024-08-26 08:30:00,63782.01,63868.0,63665.0,63738.0,209.34153
2024-08-26 09:00:00,63737.99,63793.0,63514.65,63608.0,345.48792
2024-08-26 09:30:00,63608.0,63875.81,63220.95,63856.99,730.58856
2024-08-26 10:00:00,63857.0,64018.3,63820.0,63913.01,417.88815
2024-08-26 10:30:00,63913.01,64039.2,63733.28,63780.0,393.16897
